"","subject","run","block","trial","N","reward","stimulus","cue","isTarget","key_press","rt","acc","debrief","performance","frustration","demand","temporal","effort","age","gender","comments","nfc1","nfc2","nfc3","nfc4","nfc5","nfc6","nfc7","nfc8","nfc9","nfc10","nfc11","nfc12","nfc13","nfc14","nfc15","nfc16","nfc17","nfc18"
"1","AI0TZEH5DNODH:36ZN444YTS47OMUM5ARZ4BWW1PNOIE","practice",1,1,1,"NA","<p style=""font-size:100px""><b>V</b></p><p style=""position: absolute; top: 30px; right: 30px; text-align:right; font-size:50px"""">N = 1</p>","V",0,69,4434.20000004768,0,"agree",14,14,16,11,16,"25","male","","Very Strong Agreement","Slight Agreement","Very Strong Agreement","Very Strong Agreement","Very Strong Agreement","Very Strong Agreement","Very Strong Agreement","Very Strong Agreement","Very Strong Agreement","Very Strong Agreement","Very Strong Agreement","Very Strong Agreement","Very Strong Agreement","Very Strong Agreement","Very Strong Agreement","Very Strong Agreement","Very Strong Agreement","Very Strong Agreement"
"2","AI0TZEH5DNODH:36ZN444YTS47OMUM5ARZ4BWW1PNOIE","practice",1,2,1,"NA","<p style=""font-size:100px""><b>d</b></p><p style=""position: absolute; top: 30px; right: 30px; text-align:right; font-size:50px"""">N = 1</p>","d",0,69,3098.70000004768,0,"agree",14,14,16,11,16,"25","male","","Very Strong Agreement","Slight Agreement","Very Strong Agreement","Very Strong Agreement","Very Strong Agreement","Very Strong Agreement","Very Strong Agreement","Very Strong Agreement","Very Strong Agreement","Very Strong Agreement","Very Strong Agreement","Very Strong Agreement","Very Strong Agreement","Very Strong Agreement","Very Strong Agreement","Very Strong Agreement","Very Strong Agreement","Very Strong Agreement"
"3","AI0TZEH5DNODH:36ZN444YTS47OMUM5ARZ4BWW1PNOIE","practice",1,3,1,"NA","<p style=""font-size:100px""><b>g</b></p><p style=""position: absolute; top: 30px; right: 30px; text-align:right; font-size:50px"""">N = 1</p>","g",0,69,7029.89999997616,0,"agree",14,14,16,11,16,"25","male","","Very Strong Agreement","Slight Agreement","Very Strong Agreement","Very Strong Agreement","Very Strong Agreement","Very Strong Agreement","Very Strong Agreement","Very Strong Agreement","Very Strong Agreement","Very Strong Agreement","Very Strong Agreement","Very Strong Agreement","Very Strong Agreement","Very Strong Agreement","Very Strong Agreement","Very Strong Agreement","Very Strong Agreement","Very Strong Agreement"
"4","AI0TZEH5DNODH:36ZN444YTS47OMUM5ARZ4BWW1PNOIE","practice",1,4,1,"NA","<p style=""font-size:100px""><b>g</b></p><p style=""position: absolute; top: 30px; right: 30px; text-align:right; font-size:50px"""">N = 1</p>","g",1,69,2083.29999995232,1,"agree",14,14,16,11,16,"25","male","","Very Strong Agreement","Slight Agreement","Very Strong Agreement","Very Strong Agreement","Very Strong Agreement","Very Strong Agreement","Very Strong Agreement","Very Strong Agreement","Very Strong Agreement","Very Strong Agreement","Very Strong Agreement","Very Strong Agreement","Very Strong Agreement","Very Strong Agreement","Very Strong Agreement","Very Strong Agreement","Very Strong Agreement","Very Strong Agreement"
"5","AI0TZEH5DNODH:36ZN444YTS47OMUM5ARZ4BWW1PNOIE","practice",1,5,1,"NA","<p style=""font-size:100px""><b>d</b></p><p style=""position: absolute; top: 30px; right: 30px; text-align:right; font-size:50px"""">N = 1</p>","d",0,73,2815.40000009537,1,"agree",14,14,16,11,16,"25","male","","Very Strong Agreement","Slight Agreement","Very Strong Agreement","Very Strong Agreement","Very Strong Agreement","Very Strong Agreement","Very Strong Agreement","Very Strong Agreement","Very Strong Agreement","Very Strong Agreement","Very Strong Agreement","Very Strong Agreement","Very Strong Agreement","Very Strong Agreement","Very Strong Agreement","Very Strong Agreement","Very Strong Agreement","Very Strong Agreement"
"6","AI0TZEH5DNODH:36ZN444YTS47OMUM5ARZ4BWW1PNOIE","practice",1,6,1,"NA","<p style=""font-size:100px""><b>d</b></p><p style=""position: absolute; top: 30px; right: 30px; text-align:right; font-size:50px"""">N = 1</p>","d",1,73,920.200000047684,0,"agree",14,14,16,11,16,"25","male","","Very Strong Agreement","Slight Agreement","Very Strong Agreement","Very Strong Agreement","Very Strong Agreement","Very Strong Agreement","Very Strong Agreement","Very Strong Agreement","Very Strong Agreement","Very Strong Agreement","Very Strong Agreement","Very Strong Agreement","Very Strong Agreement","Very Strong Agreement","Very Strong Agreement","Very Strong Agreement","Very Strong Agreement","Very Strong Agreement"
"7","AI0TZEH5DNODH:36ZN444YTS47OMUM5ARZ4BWW1PNOIE","practice",1,7,1,"NA","<p style=""font-size:100px""><b>d</b></p><p style=""position: absolute; top: 30px; right: 30px; text-align:right; font-size:50px"""">N = 1</p>","d",1,73,102.199999928474,0,"agree",14,14,16,11,16,"25","male","","Very Strong Agreement","Slight Agreement","Very Strong Agreement","Very Strong Agreement","Very Strong Agreement","Very Strong Agreement","Very Strong Agreement","Very Strong Agreement","Very Strong Agreement","Very Strong Agreement","Very Strong Agreement","Very Strong Agreement","Very Strong Agreement","Very Strong Agreement","Very Strong Agreement","Very Strong Agreement","Very Strong Agreement","Very Strong Agreement"
"8","AI0TZEH5DNODH:36ZN444YTS47OMUM5ARZ4BWW1PNOIE","practice",1,8,1,"NA","<p style=""font-size:100px""><b>T</b></p><p style=""position: absolute; top: 30px; right: 30px; text-align:right; font-size:50px"""">N = 1</p>","T",0,69,1158.30000007153,0,"agree",14,14,16,11,16,"25","male","","Very Strong Agreement","Slight Agreement","Very Strong Agreement","Very Strong Agreement","Very Strong Agreement","Very Strong Agreement","Very Strong Agreement","Very Strong Agreement","Very Strong Agreement","Very Strong Agreement","Very Strong Agreement","Very Strong Agreement","Very Strong Agreement","Very Strong Agreement","Very Strong Agreement","Very Strong Agreement","Very Strong Agreement","Very Strong Agreement"
"9","AI0TZEH5DNODH:36ZN444YTS47OMUM5ARZ4BWW1PNOIE","practice",1,9,1,"NA","<p style=""font-size:100px""><b>p</b></p><p style=""position: absolute; top: 30px; right: 30px; text-align:right; font-size:50px"""">N = 1</p>","p",0,73,1216.70000004768,1,"agree",14,14,16,11,16,"25","male","","Very Strong Agreement","Slight Agreement","Very Strong Agreement","Very Strong Agreement","Very Strong Agreement","Very Strong Agreement","Very Strong Agreement","Very Strong Agreement","Very Strong Agreement","Very Strong Agreement","Very Strong Agreement","Very Strong Agreement","Very Strong Agreement","Very Strong Agreement","Very Strong Agreement","Very Strong Agreement","Very Strong Agreement","Very Strong Agreement"
"10","AI0TZEH5DNODH:36ZN444YTS47OMUM5ARZ4BWW1PNOIE","practice",1,10,1,"NA","<p style=""font-size:100px""><b>p</b></p><p style=""position: absolute; top: 30px; right: 30px; text-align:right; font-size:50px"""">N = 1</p>","p",1,73,2914.29999995232,0,"agree",14,14,16,11,16,"25","male","","Very Strong Agreement","Slight Agreement","Very Strong Agreement","Very Strong Agreement","Very Strong Agreement","Very Strong Agreement","Very Strong Agreement","Very Strong Agreement","Very Strong Agreement","Very Strong Agreement","Very Strong Agreement","Very Strong Agreement","Very Strong Agreement","Very Strong Agreement","Very Strong Agreement","Very Strong Agreement","Very Strong Agreement","Very Strong Agreement"
